Node_id GapMean GapStd Range
36420685700 3.0 0.0 3
557419 0.0 0.0 0
247587 0.0 0.0 0
510297 7.25 19.1816970052 58
485700 4.61904761905 20.657008935 97
243291 3.508 32.2858782752 877
266614 404.5 125.5 809
315524 0.0 0.0 0
1138397060 14.0 0.0 14
595529 0.0 0.0 0
419818 0.0 0.0 0
248265 10.5632183908 59.0806386687 919
299728 0.0 0.0 0
3193606020 0.0 0.0 0
59498139524 5.64864864865 7.76414564735 209
294930 110.5 110.5 221
708995 0.0 0.0 0
27484589956 3.33333333333 2.35702260396 10
644573 0.0 0.0 0
257343 17.6538461538 45.2998066796 459
27719208836 23.0 0.0 23
344384 12.9090909091 38.9625800561 142
392727 0.0 0.0 0
2919796612 0.0 0.0 0
366050 0.0 0.0 0
600626 43.0 36.0 86
531551 0.0 0.0 0
542230 7.95 70.6611456177 636
412066 44.5294117647 102.300662782 757
409043 183.75 147.387881116 735
548088 0.0 0.0 0
325917 0.0 0.0 0
531685 0.0 0.0 0
61981691780 21.5 1.5 43
2410254212 3.57142857143 8.7481776528 25
3194326916 0.0 0.0 0
8102514564 4.5 3.62037882785 63
345609 0.0 0.0 0
596355 0.0 0.0 0
684303 0.0 0.0 0
535152 0.0 0.0 0
64108859268 138.0 0.0 138
311887 0.0 0.0 0
560758 0.0 0.0 0
231104 140.333333333 157.62895955 842
414634 0.0 0.0 0
703215 0.0 0.0 0
514450 5.0 11.8442270447 35
692918 0.0 0.0 0
292167 69.3333333333 95.2657102821 416
507019 0.0 0.0 0
572932 36.4545454545 99.1430221598 401
2752155524 0.0 0.0 0
3467743108 105.333333333 185.789905239 632
401356 5.74074074074 22.1291259822 930
6953602948 42.25 36.1826961406 338
234388 1.49824561404 6.65312197467 427
575993 29.2727272727 92.5684915067 322
250058 257.0 0.0 257
3128790916 0.0 0.0 0
1970835332 0.0 0.0 0
23459368836 30.0 0.0 30
4325412740 341.0 0.0 341
676786 0.0 0.0 0
314471 16.5 31.2005163775 297
423473 0.0 0.0 0
211674 0.0 0.0 0
344566 18.0 48.4355241532 216
365469 0.0 0.0 0
385062 0.0 0.0 0
416763 74.0833333333 196.854624166 889
63548133252 2.0 0.0 2
37607018372 9.64285714286 20.8535955888 270
235367 3.22466960352 21.0860980833 732
64281874308 51.0 0.0 51
12023992196 1.0 0.0 1
2656145284 0.0 0.0 0
356549 85.6 256.8 856
302944 79.6666666667 33.865748019 239
564685 0.0 0.0 0
454397 92.0 0.0 92
236296 9.52631578947 43.08604417 724
626258 0.0 0.0 0
386264 0.0 0.0 0
338951 0.0 0.0 0
528293 0.0 0.0 0
11420667780 10.5 4.5 21
425878 0.0 0.0 0
537958 3.35714285714 12.1043507105 47
494626 0.0 0.0 0
398971 0.0 0.0 0
600608 0.0 0.0 0
533475 0.0 0.0 0
37809131396 135.0 0.0 135
539733 5.375 14.220913297 43
357001 0.0 0.0 0
365743 0.0 0.0 0
319745 177.6 266.696531661 888
21566558084 135.0 89.6251452811 405
254240 0.0 0.0 0
246601 65.3333333333 79.3403358254 196
466711 0.0 0.0 0
317130 4.02380952381 25.4901363699 845
522914 0.0 0.0 0
363177 0.0 0.0 0
649332 386.0 0.0 386
330814 0.0 0.0 0
687463 856.0 0.0 856
381621 0.0 0.0 0
526224 0.0 0.0 0
527141 15.9166666667 16.2247667335 191
2993590148 0.0 0.0 0
265533 34.5714285714 49.8966278358 242
540701 20.8235294118 107.476802036 708
2665451396 0.0 0.0 0
75126771588 21.75 31.3637928191 87
279550 0.0 0.0 0
7014354820 0.155778894472 0.389374283976 31
508497 6.05882352941 34.1156693139 206
886083460 104.5 42.5 209
3175780228 0.0 0.0 0
533515 0.0 0.0 0
369582 8.23404255319 62.1308546249 774
700128 0.0 0.0 0
1532923780 6.40816326531 26.8715146709 942
464274 78.6 157.2 393
684420 0.0 0.0 0
719363 0.0 0.0 0
545518 0.0 0.0 0
282949 45.75 51.7656981021 183
639641 0.0 0.0 0
434597 6.16666666667 8.55212774044 37
21937622916 28.0 27.0 56
481019 339.0 337.0 678
469582 83.75 115.005162928 670
551013 0.0 0.0 0
528995 62.0 0.0 62
5012098948 52.0 91.2030701238 260
3542978436 10.5263157895 31.302208466 400
421839 124.0 0.0 124
436149 18.0 23.4331199611 162
708855 0.0 0.0 0
21307166596 35.7272727273 29.5176092561 393
362861 54.25 92.8126473063 217
560366 361.5 361.5 723
610127 0.0 0.0 0
448803 0.0 0.0 0
499671 0.0 0.0 0
232764 31.3 62.6195656325 313
3277229956 0.0 0.0 0
536364 0.0 0.0 0
10192523140 51.0 0.0 51
1594527620 33.75 42.9207117835 135
545402 0.0 0.0 0
487998 0.0 0.0 0
442275 0.0 0.0 0
370271 0.0 0.0 0
488083332 11.0909090909 29.0593578902 122
309064 19.1428571429 46.890232219 134
535364 0.0 0.0 0
2760216452 0.0 0.0 0
612152 0.0 0.0 0
675447 0.0 0.0 0
557895 0.0 0.0 0
459571 839.0 0.0 839
9565409156 120.0 0.0 120
530381 3.68085106383 32.0814166285 346
585142 0.0 0.0 0
8012730244 29.4545454545 58.2352027813 324
334497 616.0 0.0 616
25195417476 2.5 2.5 5
397991 0.0 0.0 0
502409 0.0 0.0 0
3271593860 0.0 0.0 0
762417028 44.3333333333 62.6968012652 133
668238 0.0 0.0 0
551275 0.0 0.0 0
539411 0.0 0.0 0
667094 0.0 0.0 0
35050327940 0.461538461538 1.05844961234 18
674020 0.0 0.0 0
9979596676 158.0 0.0 158
546612 0.0 0.0 0
467497 0.0 0.0 0
298267 0.0 0.0 0
3253243780 0.0 0.0 0
257443 37.0 0.0 37
3266416516 0.0 0.0 0
2935656324 0.0 0.0 0
489718 0.0 0.0 0
579222 0.0 0.0 0
469086 0.0 0.0 0
470661 0.0 0.0 0
77980864388 0.25 0.433012701892 1
270171 41.0 54.7503424647 205
2704379780 0.0 0.0 0
538928 0.0 0.0 0
368353 0.0 0.0 0
12365041540 51.0 0.0 51
557305 214.0 370.65887282 856
452892 0.0 0.0 0
553603 0.0 0.0 0
351523 11.9538461538 71.0573832615 777
552948 0.0 0.0 0
27472269188 0.0 0.0 0
223783 22.3333333333 56.3165655518 335
558928 0.0 0.0 0
292720 0.0 0.0 0
297992 1.64356435644 12.2786010091 166
691189 0.0 0.0 0
1752338308 376.0 0.0 376
306552 63.0 127.803334494 819
336231 4.75 8.22724133595 19
680412 12.875 49.8646605824 206
571595 0.0 0.0 0
329704 0.0 0.0 0
521405 0.0 0.0 0
441314 0.0 0.0 0
507009 0.0 0.0 0
390807 0.0 0.0 0
549506 0.0 0.0 0
520731 0.0 0.0 0
289259 23.3076923077 43.1159164175 303
516928 0.0 0.0 0
443379 11.9375 43.4748041255 191
545289 0.0 0.0 0
461714 0.0 0.0 0
421767 0.0 0.0 0
13815615364 117.0 0.0 117
344189 0.0 0.0 0
703003 0.0 0.0 0
240042 0.0 0.0 0
27453656964 128.5 32.5 257
691590 0.0 0.0 0
573131 8.0 27.5423915689 768
37939941252 4.0 4.0 8
542053 0.0 0.0 0
58423611268 3.47727272727 4.67823119431 306
458908 0.0 0.0 0
552927 0.0 0.0 0
492685 1.83106796117 3.25555624007 943
625709 0.0 0.0 0
538980 24.4166666667 55.9098356483 293
306614 1.39555555556 3.12395444237 942
673883 0.0 0.0 0
9140014980 37.7272727273 57.1935961277 415
545316 0.0 0.0 0
336153 2.96234309623 19.1193850114 708
297051 7.025 39.3904519945 843
500420 0.0 0.0 0
417701 12.8048780488 31.4171147331 525
219306 8.83333333333 13.0437298687 53
8781401988 0.25 0.595119035712 3
447498 0.0 0.0 0
566179 0.0 0.0 0
557823 0.0 0.0 0
255864 38.6666666667 83.8484081874 696
593438 0.0 0.0 0
683337 55.6153846154 192.657343673 723
365506 33.1428571429 81.183088618 232
630548 0.0 0.0 0
2847707012 0.0 0.0 0
532030 29.2222222222 54.682472873 263
2680983428 0.0 0.0 0
37751459716 68.0 17.0 136
260568 24.0 24.0 48
304481 148.0 0.0 148
486842 13.737704918 38.2407822985 838
589518 0.0 0.0 0
358377 0.0 0.0 0
651271 0.0 0.0 0
425434 0.0 0.0 0
455276 0.0 0.0 0
397018 0.0 0.0 0
697796 9.98936170213 22.0451638354 939
240930 6.58333333333 9.63031959779 79
684939 36.25 62.7868417744 145
342224 0.0 0.0 0
653767 0.0 0.0 0
231218 2.05797101449 9.91541627675 142
709188 0.0 0.0 0
541342 0.0 0.0 0
232345 0.0 0.0 0
539159 0.0 0.0 0
719424 0.0 0.0 0
537984 0.428571428571 3.24909006814 99
293384 12.4788732394 37.2478789092 886
560654 361.5 361.5 723
926125956 0.0 0.0 0
17510797188 11.75 30.7113578339 94
354613 0.0 0.0 0
277281 0.0 0.0 0
264854 0.0 0.0 0
15010598788 34.0 0.0 34
347193 0.0 0.0 0
556761 11.9285714286 58.4324570835 334
2672463748 0.0 0.0 0
401410 0.0 0.0 0
707760 0.0 0.0 0
512094 58.0 129.691942695 348
490628 53.75 93.0977309068 215
569036 0.0 0.0 0
3233255300 0.0 0.0 0
550091 124.0 0.0 124
538052 0.0 0.0 0
268073 0.0 0.0 0
672460 0.0 0.0 0
316750 0.0 0.0 0
1117556612 5.5 5.5 11
385577 0.0 0.0 0
33566330756 0.1 0.3 3
503541 0.0 0.0 0
3223555972 0.0 0.0 0
2691272580 0.0 0.0 0
200286 6.04379562044 18.1654475145 828
80519335812 0.0 0.0 0
314970 680.0 0.0 680
12726538116 68.0 123.281327517 476
388272 0.0 0.0 0
206014 53.5 43.5 107
564536 0.0 0.0 0
370231 0.0 0.0 0
205621 33.8076923077 70.8030959942 879
493549 6.88636363636 34.2943249407 303
392930 0.0 0.0 0
2952236932 0.0 0.0 0
608344 0.0 0.0 0
695411 0.0 0.0 0
555824 0.0 0.0 0
696895 0.0 0.0 0
562613 0.0 0.0 0
2798227332 0.0 0.0 0
698258 0.0 0.0 0
565274 0.0 0.0 0
524428 14.6363636364 46.2842457534 161
12897193860 19.5 19.5 39
21982449540 21.6666666667 23.1564725773 65
393500 5.06382978723 28.4600535692 238
45900599172 9.0 0.0 9
700986 0.0 0.0 0
277881 0.0 0.0 0
257959 0.0 0.0 0
291472 79.5 79.5 159
19127046020 44.0 0.0 44
263022 2.13863636364 4.9139280672 941
66668695428 81.0 0.0 81
711286 0.0 0.0 0
690593 0.0 0.0 0
10159361924 151.0 210.724148276 453
601947 0.0 0.0 0
664507 0.0 0.0 0
241729 3.73548387097 15.8375126018 579
450032 7.2 21.6 72
440757 0.0 0.0 0
548658 0.0 0.0 0
392536 0.0 0.0 0
572467 0.0 0.0 0
4300640132 68.6666666667 68.3975308196 206
299050 0.0 0.0 0
362882 73.3333333333 128.699477682 440
549936 0.0 0.0 0
259111 0.0 0.0 0
5502832516 14.3333333333 10.3387082795 43
256475 0.0 0.0 0
70577131396 40.3333333333 49.2769948579 121
392208 1.96296296296 10.0091864526 53
535415 0.0 0.0 0
619458 0.0 0.0 0
5561356164 38.8 64.790122704 194
363818 369.0 0.0 369
548091 0.0 0.0 0
10101559172 79.875 118.364307859 639
586133 0.0 0.0 0
455173 0.0 0.0 0
680904 54.1428571429 85.8277820013 379
449476 0.0 0.0 0
537351 0.0 0.0 0
888573828 70.4 64.7845660632 352
451277 0.0 0.0 0
201166 253.0 0.0 253
391005 0.0 0.0 0
427256 38.25 18.2397231339 153
703081 0.0 0.0 0
5063610244 0.0 0.0 0
2805436292 0.0 0.0 0
369511 0.0 0.0 0
618833 0.0 0.0 0
395509 100.222222222 262.59422765 902
553772 5.67647058824 32.6088409053 193
430452 30.1666666667 67.4547173212 181
563795 0.0 0.0 0
637036 255.0 0.0 255
519267 0.0 0.0 0
2409402244 74.8 103.634743209 374
385093 0.5 0.5 1
294004 0.0 0.0 0
383642 219.0 154.615652506 657
4137979780 12.25 15.2376999577 49
391673 0.0 0.0 0
20405653380 36.5 66.8000748503 219
76986683268 6.0 0.0 6
552216 0.0 0.0 0
329178 0.0 0.0 0
459614 0.0 0.0 0
210726 3.44444444444 9.74236009635 31
536194 47.5555555556 196.07657864 856
415661 0.0 0.0 0
490500 224.333333333 203.891038439 673
6190305156 65.0 0.0 65
207691 38.8333333333 62.7280284686 233
246090 0.0 0.0 0
507892 6.2 8.48685257717 93
458399 95.0 105.416633729 285
12869930884 26.5 41.3067791046 106
344853 23.0 102.859126965 483
714485 23.0 65.0538238692 207
520294 0.0 0.0 0
2498137988 43.1428571429 140.26294549 604
329377 12.6363636364 39.6444945789 139
3958017924 208.666666667 152.458373189 626
513673 0.0 0.0 0
426508 0.0 0.0 0
374455 0.0 0.0 0
392498 0.0 0.0 0
213810 8.76666666667 29.2206357829 263
678296 0.0 0.0 0
438679 27.5 27.5 55
708052 0.0 0.0 0
2976747396 0.0 0.0 0
577063 0.0 0.0 0
538641 0.0 0.0 0
354993 22.5333333333 45.2767293675 338
347901 104.5 104.5 209
568512 0.0 0.0 0
384854 0.0 0.0 0
4530933636 25.4 36.740168753 127
331595 22.9375 73.7440410728 367
442693 0.0 0.0 0
2951843716 0.0 0.0 0
8879181700 9.71428571429 11.322724126 68
407812 0.0 0.0 0
494420 52.5 40.5 105
369897 0.0 0.0 0
685195 0.0 0.0 0
461234 511.0 0.0 511
224917 10.0789473684 31.5389329818 766
528271 0.0 0.0 0
452599 0.0 0.0 0
665583 0.0 0.0 0
463863 2.86746987952 24.2481007004 238
498202 0.0 0.0 0
373612 0.0 0.0 0
462600 17.5 17.5 35
442010 0.0 0.0 0
299443 0.0 0.0 0
355137 0.0 0.0 0
531094 0.0 0.0 0
553186 0.0 0.0 0
2933100420 0.0 0.0 0
452704 6.49056603774 35.1238362549 344
592550 0.0 0.0 0
401909 141.0 0.0 141
648761 0.0 0.0 0
396952 0.0 0.0 0
231127 3.2 6.4 16
1169461124 3.84615384615 12.7571768872 50
3186265988 0.0 0.0 0
534726 0.0 0.0 0
2155450244 0.0 0.0 0
475129 0.0 0.0 0
1415352196 14.125 23.040385739 226
66900955012 5.0 0.0 5
459558 0.0 0.0 0
241871 17.4871794872 80.224004271 682
10809413508 138.5 79.336309468 554
693221 0.0 0.0 0
1033015172 0.0 0.0 0
349966 69.0 154.288690447 414
6422499204 10.8684210526 46.315946471 413
561455 0.0 0.0 0
691683 0.0 0.0 0
472036 41.0 71.5209759441 328
544195 0.0 0.0 0
382113 0.0 0.0 0
580215 0.0 0.0 0
660923 0.0 0.0 0
670885 0.0 0.0 0
443857 0.0 0.0 0
489703 0.0 0.0 0
565784 73.0 0.0 73
427558 0.0 0.0 0
323678 154.25 108.239029467 617
2653851524 0.0 0.0 0
281627 44.7692307692 122.480864343 582
3135147908 0.0 0.0 0
1783926660 0.0 0.0 0
9520189316 59.3333333333 51.770862676 178
675579 708.0 0.0 708
351445 30.0 42.4264068712 90
23625830276 86.0 0.0 86
276270980 71.0 38.4967531098 213
438022 0.0 0.0 0
595760 0.0 0.0 0
2801176452 0.0 0.0 0
689436 378.0 378.0 756
3625422724 18.0 18.0 36
716844 56.5 97.8608706276 226
325302 39.0 129.348366824 468
8616972164 1.0 1.0 2
476442 0.0 0.0 0
205006 144.0 141.610380975 576
368909 0.0 0.0 0
538986 0.0 0.0 0
434828 0.0 0.0 0
353473 0.0 0.0 0
11022077828 8.0 14.9108461642 48
449099 0.0 0.0 0
262839 49.8333333333 91.6559084596 299
420803 0.0 0.0 0
364430 360.0 0.0 360
585887 96.5 96.5 193
205466 1.78787878788 10.1137697188 59
21976682372 16.8888888889 24.9107047246 152
494039 0.0 0.0 0
26985074564 0.333333333333 0.471404520791 1
465597 2.20918367347 10.4923255407 866
2919993220 0.0 0.0 0
477207 5.33333333333 34.6520718265 608
350506 35.875 43.1231883677 287
317104 0.0 0.0 0
487343 0.0 0.0 0
541554 0.0 0.0 0
443179 0.0 0.0 0
406760 31.6666666667 28.9635786616 95
262137 5.74074074074 29.2721490595 155
518082 0.0 0.0 0
358090 68.6666666667 153.543334455 412
698345 0.0 0.0 0
12564664196 201.5 199.5 403
421406 0.0 0.0 0
215807 4.18316831683 15.9637930014 845
211762 4.6862745098 13.6518190932 239
611733 0.0 0.0 0
499776 0.0 0.0 0
678807 37.625 99.5463930788 301
2673905540 0.0 0.0 0
527142 0.0 0.0 0
334183 30.2 60.4 151
2667876228 0.0 0.0 0
8628899716 7.5 10.8050913925 30
575063 78.25 135.532975692 313
561035 4.0 23.3238075794 140
450434 21.1428571429 76.2316555384 296
81477341060 3.0 0.0 3
3189149572 0.0 0.0 0
438120 0.0 0.0 0
566427 0.0 0.0 0
543726 0.0 0.0 0
292238 0.0 0.0 0
298344 40.1666666667 89.8153970962 241
581898 46.4375 179.85166414 743
699115 21.0 29.6984848098 63
23366569860 32.3333333333 24.1430919496 97
310784 62.5 62.5 125
338920 0.0 0.0 0
483414 37.875 100.207830907 303
655656 0.0 0.0 0
279121 21.925 67.6248428834 877
676926 0.0 0.0 0
11445047172 0.0 0.0 0
456296 0.0 0.0 0
2930085764 0.0 0.0 0
26126159748 24.8 47.2774787822 496
396783 703.0 0.0 703
523266 0.0 0.0 0
3239284612 0.0 0.0 0
43648126852 17.1851851852 50.9378975828 464
474910 0.0 0.0 0
80095711108 0.166666666667 0.37267799625 1
460202 0.0 0.0 0
567421 0.0 0.0 0
432894 3.50622406639 44.1624801167 845
1685032836 222.0 0.0 222
533494 0.0 0.0 0
68127920004 5.0 3.0 10
483296 8.31818181818 27.6724121951 183
405169 0.0 0.0 0
301130 146.0 146.0 292
280277 190.0 0.0 190
320014 0.0 0.0 0
687732 0.0 0.0 0
9322991492 12.0 0.0 12
386200 82.6 84.7716933888 413
560275 0.0 0.0 0
2759888772 0.0 0.0 0
556597 0.0 0.0 0
298696 0.0 0.0 0
569040 42.6666666667 60.3397786613 128
274165 8.9595959596 23.5521854235 887
8851066756 5.0 2.0 10
526911 0.0 0.0 0
543310 0.0 0.0 0
203674 44.6 114.907963171 446
280125 0.0 0.0 0
529228 0.0 0.0 0
679545 26.5625 102.876120134 425
567553 0.975 8.66598955688 78
239101 22.0 31.1126983722 66
618810 0.0 0.0 0
299796 17.625 37.7754467214 141
44693557124 0.0 0.0 0
10376023940 14.1875 19.8815830293 227
314899 46.95 182.513417315 939
531139 0.0 0.0 0
578803 0.0 0.0 0
473078 38.8125 67.6832870342 621
343434 0.0 0.0 0
242980 0.0 0.0 0
4903964548 9.0 9.5707888912 45
891195268 93.0 0.0 93
29515812740 0.0 0.0 0
591105 0.0 0.0 0
429073 0.0 0.0 0
612840 0.0 0.0 0
449696 10.4 31.2 104
529448 0.0 0.0 0
9989427076 2.6875 5.53080859821 43
55976628100 168.0 0.0 168
539256 0.0 0.0 0
262012 0.0 0.0 0
502677 0.0 0.0 0
535054 0.0 0.0 0
679438 0.0 0.0 0
544107 0.0 0.0 0
447999 55.0 39.1492869241 165
344906 0.0 0.0 0
2653785988 0.0 0.0 0
718952 0.0 0.0 0
213839 12.56 56.176683182 942
18548887428 152.333333333 210.482514449 457
677567 6.08270676692 46.3938751974 809
367400 44.125 76.1124784447 706
516331 0.0 0.0 0
354944 0.0 0.0 0
3941044100 13.0 8.14861951499 65
7413141380 10.0 0.0 10
2739572612 0.0 0.0 0
973311876 0.0 0.0 0
565362 0.0 0.0 0
632814 0.0 0.0 0
37879123844 212.0 180.0 424
78920388484 1.33333333333 1.24721912892 4
471080 27.7727272727 98.7420569041 611
344046 129.0 129.0 258
300489 203.0 0.0 203
678518 0.0 0.0 0
9176190852 294.0 291.0 588
414781 0.0 0.0 0
277817 16.25 10.7790305687 65
301215 1.33333333333 2.98142397 8
459313028 3.2 2.95972971739 32
501401 0.492063492063 5.5014370875 62
299875 44.0 44.0 88
460670 0.0 0.0 0
532690 0.0 0.0 0
3181744004 0.0 0.0 0
301236 78.0 0.0 78
308005 0.0 0.0 0
324262 41.4 81.2984624701 414
682564 0.0 0.0 0
4669083524 11.5384615385 11.913892244 150
3000799108 0.0 0.0 0
80335966084 2.0 2.0 4
676109 0.0 0.0 0
339986 0.0 0.0 0
287340 0.0 0.0 0
9481719684 0.0 0.0 0
3174535044 0.0 0.0 0
37611736964 73.2 95.3402328506 366
2673643396 0.0 0.0 0
684911 0.0 0.0 0
423604 18.4705882353 45.4482480696 628
671846276 76.0 0.0 76
486469 4.66153846154 21.2879719908 303
404805 0.0 0.0 0
449624 0.0 0.0 0
486540 0.0 0.0 0
3049885572 0.0 0.0 0
513626 0.0 0.0 0
625202 103.0 0.0 103
288766 10.5609756098 52.1007695184 866
426834 10.5227272727 32.7334195616 926
694040 0.0 0.0 0
347097 0.0 0.0 0
2722140036 0.0 0.0 0
392642 0.0 0.0 0
543397 0.0 0.0 0
461093 0.0 0.0 0
420264 19.7073170732 98.4410790474 808
300167 0.0 0.0 0
684657 479.0 0.0 479
2738458500 0.0 0.0 0
282673 64.5 60.6155920535 258
2808516484 0.0 0.0 0
2605617028 3.0 10.1270771848 936
55584067460 301.0 0.0 301
266569 0.185365853659 1.19543052263 38
52014452612 93.75 110.42503113 375
387395 0.0 0.0 0
217028 37.7 144.463870916 754
604991 0.0 0.0 0
225440 8.5 4.5 17
22974533508 1.0 0.0 2
10671132548 149.5 146.5 299
211246 0.0 0.0 0
480266 0.0 0.0 0
462702 0.0 0.0 0
532086 0.0 0.0 0
390948 0.0 0.0 0
2772209540 0.0 0.0 0
708832 0.0 0.0 0
68165668740 27.0 0.0 27
204079 10.6235294118 39.2653046881 903
332290 0.0 0.0 0
259703 0.0 0.0 0
343141 0.0 0.0 0
11939319684 41.3333333333 43.9608411607 248
594493 22.875 56.8362505361 183
426288 0.0 0.0 0
740528004 0.0 0.0 0
354119 0.0 0.0 0
555097 16.0714285714 57.9463597842 225
434447 94.0 0.0 94
548107 41.5 41.5 83
569942 62.2727272727 196.923654292 685
485518 0.0 0.0 0
425591 0.0 0.0 0
330676 0.0 0.0 0
538703 14.5283018868 46.3894928627 770
2668924804 0.0 0.0 0
342658948 88.0 196.77398202 528
566084 0.0 0.0 0
493794 0.0 0.0 0
531357 0.0 0.0 0
263198 0.0 0.0 0
713769 0.0 0.0 0
544087 32.0 0.0 32
268499 5.76543209877 16.6787153522 467
354660 12.7222222222 13.3803568942 458
675857 0.0 0.0 0
410126 0.0 0.0 0
345013 50.2857142857 121.145384071 352
357713 1.74257425743 13.5293252928 176
413490 33.5714285714 121.437352624 940
450545 0.0 0.0 0
2765721476 0.0 0.0 0
470226 0.0 0.0 0
561033 0.0 0.0 0
25062379396 17.0 18.0969610709 68
705668 0.0 0.0 0
358407 0.0 0.0 0
5794467716 82.5 14.5 165
453060 122.0 0.0 122
481319 0.0 0.0 0
477490 0.0 0.0 0
320366 67.25 184.941037901 807
377890 422.0 422.0 844
289296 6.81415929204 38.5239952055 770
253232 3.0 5.19615242271 12
57656577924 1.0 0.0 2
669363 0.0 0.0 0
4909272964 7.0 7.0 14
302329 7.71794871795 22.7189616027 301
22960902020 5.0 0.0 5
552306 0.0 0.0 0
398033 0.0 0.0 0
295520 652.0 0.0 652
568449 0.0 0.0 0
280171 0.0 0.0 0
465441 0.0 0.0 0
344679 0.0 0.0 0
394296 0.0 0.0 0
621522 0.0 0.0 0
682926 0.0 0.0 0
609131 0.0 0.0 0
678330 0.0 0.0 0
290932 0.0 0.0 0
78188089220 6.0 0.0 12
7007932292 142.5 110.5 285
506387 0.0 0.0 0
497174 0.0 0.0 0
508483 0.0 0.0 0
371986 74.0 128.17175976 296
527348 5.46511627907 35.4180014913 235
18239426436 226.0 0.0 226
571413 0.0 0.0 0
514960 0.0 0.0 0
564318 0.0 0.0 0
277655 5.19047619048 12.0143527167 327
285510 0.0 0.0 0
225821 471.0 395.0 942
6143119236 34.0 0.0 34
482455 0.0 0.0 0
9280262020 21.8 18.0820352837 109
718271 0.0 0.0 0
18692280196 0.0 0.0 0
539385 81.0 78.0 162
7982387076 193.0 56.0 386
62624862084 3.0 1.0 6
559286 0.0 0.0 0
440175 35.8 74.9837315689 358
81718906756 8.5 7.5 17
209227652 0.0 0.0 0
198414212 27.8888888889 38.7798471272 251
435133 5.42857142857 19.5729926382 76
47955545988 33.0 0.0 33
695873 53.0 74.9533188058 159
305778 78.4545454545 102.604592876 863
907186052 5.8 11.1067547015 29
375929 0.380952380952 2.99962204724 24
286793 0.0 0.0 0
418816 8.53968253968 39.9399650256 538
2756546436 0.0 0.0 0
390411 6.29411764706 29.9013371841 321
3214249860 0.0 0.0 0
504678 0.0 0.0 0
12632035204 182.5 286.953393428 730
493955 0.0 0.0 0
66867269508 11.6 24.463033336 116
516515 0.0 0.0 0
393850 0.0 0.0 0
553880 0.0 0.0 0
18999775108 42.0 39.0 84
552366 0.0 0.0 0
291121 27.2 33.6059518538 136
445317 4.71428571429 16.99759887 66
453119 0.0 0.0 0
692944 0.0 0.0 0
556540 12.9130434783 33.4350935701 297
7957745540 4.15923566879 10.9157220536 653
409013 0.0 0.0 0
492191 0.0 0.0 0
8049823620 125.5 62.5 251
699584 0.0 0.0 0
1718194052 24.0 0.0 24
22475411332 205.0 0.0 205
16859500420 10.42 25.5609780721 521
400581 0.0 0.0 0
455566 0.0 0.0 0
536736 0.0 0.0 0
488063 5.59154929577 32.5358209808 397
463906 0.0 0.0 0
243980 0.0 0.0 0
618701 0.0 0.0 0
307285 0.0 0.0 0
531886 0.0 0.0 0
5155688324 230.5 165.5 461
416219 0.0 0.0 0
566860 0.0 0.0 0
67775991684 0.0 0.0 0
2669776772 0.0 0.0 0
416547 1.26104417671 2.24237407227 942
289863 88.0 188.391613401 880
451822 0.0 0.0 0
425584 0.0 0.0 0
22998519684 3.0 0.0 3
6324850564 5.5 8.41130192063 22
445114 91.0 0.0 91
419211 26.2 37.7857115852 262
3168309124 0.0 0.0 0
77882691460 4.0 0.0 4
